web_scraper_order,web_scraper_start_url,image_link,address,price,type clothes
"1765138276-341","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3748327_uploaded_image1_1655569010.jpg","Ouakam, Dakar, Sénégal","8 000CFA","Boubou tabaski fil a fil Getzner"
"1765138276-342","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3748323_uploaded_image1_1655568941.jpg","Ouakam, Dakar, Sénégal","8 000CFA","Boubou enfants  0 à 5ans"
"1765138276-343","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3696815_uploaded_image1_1652610668.jpg","HLM, Dakar, Sénégal","4 000CFA","Grenouillère"
"1765138276-344","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3696811_uploaded_image1_1652610569.jpg","HLM, Dakar, Sénégal","5 000CFA","Habits bébé"
"1765138276-345","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3737365_uploaded_image1_1654951147.jpg","Ouakam, Dakar, Sénégal","13 000CFA","Ensemble jupe + taille basse"
"1765138276-346","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3737301_uploaded_image1_1654947992.jpg","Ouakam, Dakar, Sénégal","13 000CFA","Ensemble femme"
"1765138276-347","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3737294_uploaded_image1_1654947755.jpg","Ouakam, Dakar, Sénégal","15 000CFA","Boubou Magnum Gold enfant"
"1765138276-348","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3733511_uploaded_image1_1654724106.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Friperie enfants"
"1765138276-349","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3729543_uploaded_image1_1654534141.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","Prix sur demande","Vêtement enfants"
"1765138276-350","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3729345_uploaded_image3_1654526905.jpeg","Keur Massar, Sénégal","6 000CFA","Vêtements bébé"
"1765138276-351","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3673213_uploaded_image1_1651156015.jpg","Dakar, Sénégal","6 000CFA","Pantalon enfant"
"1765138276-352","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3673212_uploaded_image1_1651155978.jpg","Dakar, Sénégal","6 000CFA","Pantalon enfant"
"1765138276-353","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3673203_uploaded_image1_1651155807.jpg","Dakar, Sénégal","6 000CFA","Pantalon enfant"
"1765138276-354","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3673206_uploaded_image1_1651155861.jpg","Dakar, Sénégal","6 000CFA","Pantalon enfant"
"1765138276-355","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3673211_uploaded_image1_1651155934.jpg","Dakar, Sénégal","6 000CFA","Pantalon enfant"
"1765138276-356","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3712737_uploaded_image3_1653571946.jpeg","Colobane, Dakar, Sénégal","2 000CFA","Caleçon enfant"
"1765138276-357","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3672756_uploaded_image1_1651141428.jpg","Hann Bel-Air, Dakar, Sénégal","15 000CFA","Vêtements enfants"
"1765138276-358","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3672032_uploaded_image1_1651083312.jpg","Hann Bel-Air, Dakar, Sénégal","Prix sur demande","Robes de fête"
"1765138276-359","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3671743_uploaded_image1_1651068678.jpg","Hann Bel-Air, Dakar, Sénégal","6 000CFA","Pulls enfants"
"1765138276-360","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3707988_uploaded_image1_1653309121.jpg","Dakar, Sénégal","2 500CFA","Ensemble enfants"
"1765138276-361","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3704629_uploaded_image1_1653065510.jpg","HLM, Dakar, Sénégal","12 000CFA","Robes enfants"
"1765138276-362","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3704614_uploaded_image1_1653065088.jpg","HLM, Dakar, Sénégal","12 000CFA","Robes enfants"
"1765138276-363","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3662746_uploaded_image1_1650485578.jpg","Dakar, Sénégal","7 500CFA","Ensemble enfants"
"1765138276-364","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3688104_uploaded_image1_1652108689.jpg","Guediawaye, Dakar, Sénégal","4 000CFA","Robe enfant"
"1765138276-365","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3686501_uploaded_image1_1652014242.jpg","Rufisque, Sénégal","4 000CFA","Ensemble bébé coton"
"1765138276-366","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3686470_uploaded_image1_1652012110.jpg","Rufisque, Sénégal","5 000CFA","Robe princesse fille"
"1765138276-367","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3633973_uploaded_image1_1648897973.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","2 000CFA","Sous-vêtements garçon coton - 2 pièces"
"1765138276-368","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3633963_uploaded_image1_1648897720.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","2 000CFA","Sous-vêtement fille - 2 pièces"
"1765138276-369","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3664445_uploaded_image2_1650586926.jpeg","Dakar, Sénégal","30 000CFA","Robe enfant princesse"
"1765138276-370","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3663950_uploaded_image3_1650558634.jpeg","HLM, Dakar, Sénégal","4 000CFA","Ensemble enfant"
"1765138276-371","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3663943_uploaded_image1_1650558284.jpg","HLM, Dakar, Sénégal","40 000CFA","Grenouillère bébé"
"1765138276-372","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3663604_uploaded_image1_1650545798.jpg","Grand Dakar, Dakar, Sénégal","15 000CFA","Djellaba enfant"
"1765138276-373","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3663325_uploaded_image1_1650536012.jpg","Biscuiterie, Dakar, Sénégal","12 000CFA","Robe enfant"
"1765138276-374","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3661262_uploaded_image1_1650410534.jpg","Biscuiterie, Dakar, Sénégal","12 000CFA","Robe enfant"
"1765138276-375","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3661238_uploaded_image1_1650409347.jpg","Dakar, Sénégal","7 000CFA","Ensemble Short enfant"
"1765138276-376","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3661021_uploaded_image1_1650399677.jpg","Biscuiterie, Dakar, Sénégal","12 000CFA","Robe enfant"
"1765138276-377","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3659985_uploaded_image2_1650360548.jpeg","Rufisque, Sénégal","5 000CFA","Robes enfant"
"1765138276-378","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3659847_uploaded_image1_1650350885.jpg","Sicap Liberté, Dakar, Sénégal","1 000CFA","Bas collant bébé"
"1765138276-379","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3622517_uploaded_image1_1648156996.jpg","Dakar, Sénégal","4 000CFA","Ensemble enfant"
"1765138276-380","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3622516_uploaded_image1_1648156919.jpg","Dakar, Sénégal","5 000CFA","Habits enfant"
"1765138276-381","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3622512_uploaded_image1_1648156796.jpg","Dakar, Sénégal","8 000CFA","Ensemble enfant"
"1765138276-382","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3622513_uploaded_image1_1648156860.jpg","Dakar, Sénégal","5 000CFA","Jeans enfant"
"1765138276-383","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3659452_uploaded_image1_1650315963.jpg","Biscuiterie, Dakar, Sénégal","12 000CFA","Robe fille"
"1765138276-384","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3658083_uploaded_image1_1650227180.jpg","Biscuiterie, Dakar, Sénégal","15 000CFA","Robe enfant"
"1765138276-385","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3654419_uploaded_image1_1649975338.jpg","Ouakam, Dakar, Sénégal","8 000CFA","Robe enfant"
"1765138276-386","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3654415_uploaded_image1_1649975242.jpg","Ouakam, Dakar, Sénégal","15 000CFA","Ensemble 3 pièces enfant"
"1765138276-387","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3654413_uploaded_image1_1649975177.jpg","Ouakam, Dakar, Sénégal","5 000CFA","Robe enfant"
"1765138276-388","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3654182_uploaded_image1_1649961822.jpg","Sicap Liberté, Dakar, Sénégal","3 000CFA","Robe de prière + hijab intégré"
"1765138276-389","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3651240_uploaded_image1_1649808230.jpg","Ouakam, Dakar, Sénégal","12 000CFA","Robe enfant - 0 à 3ans"
"1765138276-390","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3651237_uploaded_image1_1649808047.jpg","Ouakam, Dakar, Sénégal","12 000CFA","Boubou fille"
"1765138276-391","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3649632_uploaded_image1_1649723814.jpg","Ouakam, Dakar, Sénégal","10 000CFA","Boubous enfants en bazin"
"1765138276-392","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3648076_uploaded_image1_1649645654.jpg","Dakar, Sénégal","Prix sur demande","Robe enfant"
"1765138276-393","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3646687_uploaded_image1_1649538934.jpg","Dakar, Sénégal","5 000CFA","Maillots enfant"
"1765138276-394","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3646258_uploaded_image1_1649515617.jpg","Ouakam, Dakar, Sénégal","15 000CFA","Boubou fille"
"1765138276-395","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3607921_uploaded_image1_1647265445.jpg","Dakar, Sénégal","8 000CFA","Ensemble enfant"
"1765138276-396","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3607932_uploaded_image1_1647265679.jpg","Dakar, Sénégal","8 000CFA","Ensemble enfant"
"1765138276-397","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3643965_uploaded_image1_1649372776.jpg","Ouakam, Dakar, Sénégal","Prix sur demande","Boubou fille"
"1765138276-398","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3643960_uploaded_image1_1649372669.jpg","Ouakam, Dakar, Sénégal","15 000CFA","Boubou enfant 3 pièces"
"1765138276-399","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3643824_uploaded_image1_1649366012.jpg","Dakar, Sénégal","5 000CFA","Maillots enfant"
"1765138276-400","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3643614_uploaded_image1_1649354564.jpg","Parcelle Assainies, Dakar, Sénégal","5 500CFA","Slips fille"
"1765138276-401","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3638582_uploaded_image2_1649141754.jpeg","Sicap foire, Dakar, Sénégal","Prix sur demande","Vêtement friperie enfant"
"1765138276-402","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3638243_uploaded_image1_1649111803.jpg","Ouakam, Dakar, Sénégal","10 000CFA","Boubou enfant - 3 pièces"
"1765138276-403","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3638113_uploaded_image1_1649106100.jpg","Colobane, Dakar, Sénégal","4 000CFA","Combinaison enfant"
"1765138276-404","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3638107_uploaded_image1_1649106005.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Ensemble enfant"
"1765138276-405","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3638104_uploaded_image1_1649105955.jpg","Colobane, Dakar, Sénégal","Prix sur demande","Ensemble enfant"
"1765138276-406","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3637687_uploaded_image3_1649089537.jpeg","HLM, Dakar, Sénégal","6 000CFA","Robe enfant"
"1765138276-407","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3637675_uploaded_image3_1649089080.jpeg","HLM, Dakar, Sénégal","6 000CFA","Robe enfant"
"1765138276-408","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3637250_uploaded_image1_1649076487.jpg","Dieuppeul-Derklé, Dakar, Sénégal","10 000CFA","Maillot Sénégal enfants"
"1765138276-409","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3600844_uploaded_image1_1646833560.jpg","HLM, Dakar, Sénégal","Prix sur demande","Vêtement enfant"
"1765138276-410","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3633429_uploaded_image1_1648859214.jpg","Dakar Plateau, Dakar, Sénégal","10 000CFA","Maillots sénégal enfants"
"1765138276-411","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3628406_uploaded_image1_1648592474.jpg","Ouakam, Dakar, Sénégal","5 000CFA","Robe enfant"
"1765138276-412","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3625258_uploaded_image3_1648390340.jpeg","Saint Louis, Sénégal","Prix sur demande","Robes enfants"
"1765138276-413","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3582393_uploaded_image1_1645792127.jpg","Thies, Sénégal","Prix sur demande","Tenue mardi gras"
"1765138276-414","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3582375_uploaded_image1_1645791582.jpg","Thies, Sénégal","Prix sur demande","Tenue mardi gras"
"1765138276-415","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3620389_uploaded_image3_1648043635.jpeg","Guediawaye, Dakar, Sénégal","4 000CFA","Caleçons homme"
"1765138276-416","https://sn.coinafrique.com/categorie/vetements-enfants?page=6","https://images.coinafrique.com/thumb_3616215_uploaded_image1_1647769308.jpg","Colobane, Dakar, Sénégal","5 000CFA","Maillots de football enfant"
